level_0,index,ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
8395,8395,0821775472,touch zebra histor romanc,shannon,2004,zebra
8396,8396,0425194833,miss wonder berkley sensat,c loretta,2004,berkley
8397,8397,0515127213,courtship,c coulter,2000,jove
8398,8398,0553212281,tell tale heart bantam classic,poe,1983,bantam
8399,8399,1576739627,prayer jabez woman,wilkinson,2002,multnomah
8400,8400,0786004509,fall,f zachary,1997,pinnacle
8401,8401,0425191230,materi girl berkley sensat,j london,2003,berkley
8402,8402,0394551540,alaska,j michener,1988,random
8403,8403,0449221873,mexico,j michener,1994,fawcett
8404,8404,0688066631,whirlwind,clavell,1986,harpercollin
8405,8405,014004891X,mou men canneri row two book one,j steinbeck,1986,penguin
8406,8406,0449219569,comeback,francis,1994,fawcett
8407,8407,0821767089,knew,j lisa,2000,corporation
8408,8408,0684832291,gal sunday,c mary,1996,simon
8409,8409,0515120278,cat said chee,b lilian,1997,jove
8410,8410,0449904962,indian giver indian america transform world,j weatherford,1990,ballantine
8411,8411,0028604202,polit correct holiday stori enlighten yuletid season,f james,1995,son
8412,8412,0553240951,limb,shirley,1984,bantam
8413,8413,0201517205,iron john book men,b robert,1990,perseu
8414,8414,0312966776,black blue black blue,rankin,1999,martin
8415,8415,0749732687,coram boy content,g jamila,2000,children
8416,8416,0805004610,g gumsho kinsey millhon mysteri grafton sue kinsey millhon mysteri,g sue,1990,company
8417,8417,038078405X,togeth,l miller,2001,harpertorch
8418,8418,0452281229,chisel,b ocarroll,2000,plume
8419,8419,0452281849,granni,b ocarroll,2000,plume
8420,8420,0743411366,say novel,b elizabeth,2003,atria
8421,8421,0786890371,cranberri queen,kathleen,2002,miramax
8422,8422,1551665999,drive lesson mira,c matlock,2000,mira
8423,8423,0670032069,reveng middl age woman,b elizabeth,2003,viking
8424,8424,0385491808,crook littl heart,lamott,1998,doubleday
8425,8425,052594558X,bad boy novel,g olivia,2001,dutton
8426,8426,1573229350,best friend,moody,2002,riverhead
8427,8427,0446607177,riptid,preston,1999,warner
8428,8428,0553573926,vertic run,g r,1996,bantam
8429,8429,0553576089,presenc enemi,e george,1997,bantam
8430,8430,0061097306,act reveng,k tanenbaum,2000,harpertorch
8431,8431,0515124060,investig badg honor novel paperback,b w,1998,jove
8432,8432,0446609617,standoff,b sandra,2001,warner
8433,8433,0312278306,half heart,b rosellen,2001,picador
8434,8434,0140264795,rosi novel,lamott,1997,penguin
8435,8435,0807072125,soul famili stori southi,patrick,1999,beacon
8436,8436,0451210875,wizard glass dark tower book four,k stephen,2003,library
8437,8437,0451210859,draw three dark tower book two,k stephen,2003,library
8438,8438,193151495X,real bout high school one,sora,2002,tokyopop
8439,8439,159182396X,flcl vol one,gainax,2003,tokyopop
8440,8440,0060177241,thief alway fabl,b clive,1992,harpercollin
8441,8441,0345450051,spider man,peter,2002,del
8442,8442,0441002846,engin god,j mcdevitt,1995,ace
8443,8443,0451160959,stand,k stephen,1980,signet
8444,8444,156931778X,battl royal battl royal,k takami,2003,viz
8445,8445,0060924640,hank chloe,mapson,1994,perennial
8446,8446,0385497954,tale murasaki novel,c liza,2001,doubleday
8447,8447,080411188X,defend betray william monk novel paperback,perry,1993,ivy
8448,8448,0345354575,homeplac,siddons,1988,ballantine
8449,8449,044630798X,andi rooney,rooney,1983,warner
8450,8450,0449904067,dave barri greatest hit,b dave,1989,ballantine
8451,8451,0380703149,father melancholi daughter,g godwin,1992,paperback
8452,8452,0061059900,sail sarantium sarantin mosaic book one,g kay,2000,eo
8453,8453,0440213355,woman eye,p sara,1992,dell
8454,8454,0553569376,courtship princess leia star war,wolverton,1995,bantam
8455,8455,0385319444,lost translat,nicole,1999,delta
8456,8456,0385336489,niagara fall,e mccracken,2002,delta
8457,8457,0375709215,mark angel,h nancy,2000,vintage
8458,8458,0805060367,white bone,b gowdy,1999,metropolitan
8459,8459,0399141200,camden summer,l spencer,1996,putnam
8460,8460,0345428560,dark tide ii ruin star war new jedi order book three,stackpole,2000,del
8461,8461,0425149625,grass dancer,p susan,1995,berkley
8462,8462,0671028014,star wildflow,v,1999,pocket
8463,8463,0446400696,nice derang epitaph inspector georg fel mysteri,e peters,1992,warner
8464,8464,0425129608,evil sun hercul poirot mysteri paperback,christie,2004,berkley
8465,8465,0425099148,death cloud,christie,1997,berkley
8466,8466,0451201191,murder announc miss marpl mysteri paperback,christie,2001,signet
8467,8467,0060926945,master decept gang rule cyberspac,slatalla,1996,perennial
8468,8468,0060929804,nativ son perenni classic,r wright,1998,perennial
8469,8469,0812504321,call wild complet unabridg tor classic,j london,1990,aerie
8470,8470,0142437174,adventur huckleberri finn penguin classic,twain,2002,penguin
8471,8471,042506803X,taken flood hercul poirot mysteri paperback,christie,2004,berkley
8472,8472,0425091805,three act tragedi hercul poirot mysteri paperback,christie,2004,berkley
8473,8473,0425098540,dumb wit hercul poirot mysteri paperback,christie,1996,berkley
8474,8474,0345351959,willow novel,wayland,1988,del
8475,8475,0446400157,morbid tast bone first chronicl brother cadfael,e peters,1994,warner
8476,8476,0451199863,pocket full rye miss marpl mysteri paperback,christie,2004,signet
8477,8477,034541215X,bimbo death sun,sharyn,1996,fawcett
8478,8478,0061099481,magic hour,susan,1992,harpertorch
8479,8479,0671724738,postcard edg,c fisher,1990,pocket
8480,8480,0399146601,shatter,francis,2000,putnam
8481,8481,0316702757,keep secret,peters,2003,megan
8482,8482,0345253736,white dragon,mccaffrey,1979,ballantine
8483,8483,0345362861,dragonsdawn,mccaffrey,1989,del
8484,8484,0553293362,second foundat foundat novel paperback,isaac,1991,spectra
8485,8485,0441089348,burn chrome ace scienc fiction,g william,1994,ace
8486,8486,0440435749,high king chronicl prydain paperback,lloyd,1969,yearling
8487,8487,0440484839,taran wander chronicl prydain paperback,lloyd,1969,yearling
8488,8488,0440411254,castl llyr chronicl prydain paperback,lloyd,1969,yearling
8489,8489,0440406498,black cauldron chronicl prydain paperback,lloyd,1985,yearling
8490,8490,0440407028,book three chronicl prydain paperback,lloyd,1978,yearling
8491,8491,0553261258,high heart,b rita,1987,bantam
8492,8492,0425100413,regatta mysteri stori,christie,1996,berkley
8493,8493,0451199928,caribbean mysteri miss marpl mysteri paperback,christie,2001,signet
8494,8494,1400060265,honku zen antidot road rage,naparstek,2003,villard
8495,8495,0380781042,grail pendragon cycl book five,l stephen,1998,eo
8496,8496,0345365399,wolfwalk,h tara,1990,del
8497,8497,0671701592,hitchhik guid galaxi,douglas,1990,pocket
8498,8498,0140361227,hou pooh corner,milne,1992,puffin
8499,8499,1853260282,emma wordsworth classic,jane,1997,company
8500,8500,0671552228,none,christie,1984,pocket
8501,8501,0440957761,moon night austin famili,l madeleine,1981,leaf
8502,8502,0451527097,one day life ivan denisovich signet classic paperback,solzhenitsyn,1998,signet
8503,8503,0425154637,eagl catcher arapaho indian mysteri,c margaret,1996,berkley
8504,8504,0441008631,tell,g ursula,2001,ace
8505,8505,0671019163,x men planet x star trek next gener,f michael,1998,star
8506,8506,0440917190,dragon water laurel leaf book,l madeleine,1982,leaf
8507,8507,0425108589,appoint death hercul poirot mysteri hercul poirot mysteri paperback,christie,2001,berkley
8508,8508,1576739759,secret vine break abund,b wilkinson,2001,multnomah
8509,8509,0312927746,flower rain stori,p rosamunde,1992,martin
8510,8510,0679449434,joy school,b elizabeth,1997,random
8511,8511,0399142983,sing comeback choir,b moore,1998,putnam
8512,8512,0385485212,miss piec,f joy,1997,doubleday
8513,8513,0425110427,team yank novel world war iii,c harold,1994,berkley
8514,8514,0373484836,cordina royal famili,n roberts,2002,silhouette
8515,8515,0373244487,cordina crown jewel,n roberts,2002,silhouette
8516,8516,0375507477,song flung heaven,maya,2002,random
8517,8517,0670878812,riven rock,b c,1998,penguin
8518,8518,0394564324,legaci,j michener,1990,random
8519,8519,0515120871,find dream,n roberts,1997,jove
8520,8520,0743410602,irresist ban sister trilog,k robards,2002,pocket
8521,8521,0821771167,think,liz,2002,zebra
8522,8522,0671025864,someth said,b valerie,1998,washington
8523,8523,0515131733,winston brother,f lori,2001,jove
8524,8524,0743457463,irish girl town antholog short stori,b maeve,2003,pocket
8525,8525,0451163516,man st petersburg one author classic spi thriller,f ken,1991,signet
8526,8526,044991089X,greenland,j smiley,1996,ballantine
8527,8527,038531700X,loop novel,e nicholas,1998,delacorte
8528,8528,0449910261,dave barri complet guid guy,b dave,1996,ballantine
8529,8529,0064401871,littl princess,b hodgson,1987,harpertrophy
8530,8530,0380759500,firefli,piers,1992,paperback
8531,8531,0671722778,merchant venic new folger librari shakespear paperback,william,1992,washington
8532,8532,0312929277,life littl destruct book,c sherwood,1994,martin
8533,8533,0020518706,sun also rise scribner classic,e hemingway,1982,simon
8534,8534,0767903595,clear clutter feng shui,k kingston,1999,broadway
8535,8535,0446671223,celestin propheci experienti guid,carol,1995,warner
8536,8536,0446611751,nine month plan,wendy,2003,warner
8537,8537,0486277852,pioneer dover thrift edit,c willa,1993,dover
8538,8538,1573221252,courag rich creat life materi spiritu abund,suze,1999,penguin
8539,8539,0967370167,ella minnow pea progress lipogrammat epistolari fabl,mark,2001,macadam
8540,8540,0805056211,bite moon,g martha,1999,company
8541,8541,0451168364,nectar siev,k markandaya,1998,penguin
8542,8542,0451526708,uncl tom cabin life among lowli signet classic paperback,b stowe,1998,signet
8543,8543,0385311044,daybreak,b plain,1994,bantam
8544,8544,0671524097,sharp edg,krentz,1998,pocket
8545,8545,0553578251,night work kate martinelli mysteri kate martinelli mysteri,k r,2000,bantam
8546,8546,089480619X,book question love sex,g stock,1989,workman
8547,8547,0060932139,unbear light novel perenni classic,k milan,1999,perennial
8548,8548,0345345053,sand counti almanac outdoor essay reflect,leopold,1990,ballantine
8549,8549,0060194170,author novel,c john,2001,harpercollin
8550,8550,0380762951,dessert bed breakfast mysteri paperback,mary,1999,avon
8551,8551,1559360615,angel america millennium approach angel america,k tony,1993,communication
8552,8552,0671019961,public enemi host america want target nation notori crimin,j walsh,2002,pocket
8553,8553,0449217493,caribbean,j michener,1991,fawcett
8554,8554,0449214192,centenni,j michener,1994,fawcett
8555,8555,0679437037,break surfac,g louganis,1995,random
8556,8556,0385480334,diari young girl definit editon,frank,1996,anchor
8557,8557,0061092614,find moon,h tony,1996,harpertorch
8558,8558,0451133129,grow,b russell,1984,penguin
8559,8559,0449244741,coven,j michener,1982,ballantine
8560,8560,042518904X,widow walk,b robert,2003,berkley
8561,8561,0451166876,lust killer signet true crime,rule,1995,signet
8562,8562,0375758771,glass palac novel,ghosh,2002,random
8563,8563,0060924799,tale citi maupin armistead tale citi seri v two,maupin,1994,harpercollin
8564,8564,0449210928,texa,j michener,1994,fawcett
8565,8565,0804113645,daughter cain,c dexter,1996,fawcett
8566,8566,038072121X,electr mist confed dead,b l,1994,avon
8567,8567,0441007910,phule twice,robert,2000,ace
8568,8568,0441132456,cyber way,foster,1990,ace
8569,8569,0553298178,garden rama,clarke,1992,bantam
8570,8570,0446350982,presum innoc,turow,1988,warner
8571,8571,0671720791,man kzin war iv,l niven,1991,baen
8572,8572,0449214206,coven,j michener,1987,fawcett
8573,8573,0140171673,snapper,roddy,1993,penguin
8574,8574,0345312015,hooligan,william,1985,ballantine
8575,8575,0451158717,afraid virginia woolf,edward,1988,signet
8576,8576,0836218981,indispen calvin hobb,b watterson,1992,andrew
8577,8577,0345340418,death tenur posit kate fansler novel paperback,cross,1995,fawcett
8578,8578,0449211479,sourc,j michener,1992,fawcett
8579,8579,0345330145,puppet master,h robert,1994,del
8580,8580,0385333781,player piano,k vonnegut,1999,delta
8581,8581,0515126985,danger path griffin w e b corp bk eight,b w,1999,jove
8582,8582,0060932902,genom,ridley,2000,perennial
8583,8583,0743222946,swim two boy,j oneill,2002,scribner
8584,8584,0439376068,adventur super diaper babi first graphic novel,pilkey,2002,scholastic
8585,8585,0140178724,,g ryman,1993,penguin
8586,8586,0671740504,devil blue dress easi rawlin mysteri easi rawlin mysteri paperback,walter,1991,pocket
8587,8587,0553293915,kat cradl kat colorado mysteri,k kijewski,1992,bantam
8588,8588,0671880306,big game star trek deep space nine four,schofield,1993,star
8589,8589,0671709704,boogeyman star trek next gener seventeen,g mel,1991,star
8590,8590,0671882678,descent star trek next gener,c diane,1993,star
8591,8591,0671797042,sin commiss star trek next gener twenti nine,wright,1994,star
8592,8592,0671537830,murder sun star trek voyag six,c golden,1996,star
8593,8593,0671872753,bloodlett star trek deep space nine three,j w,1993,star
8594,8594,0671549170,rogu saucer star trek next gener thirti nine,j vornholt,1996,star
8595,8595,0671520474,captain daughter star trek book seventi six,peter,1995,star
8596,8596,067151914X,caretak star trek voyag one,g l,1995,star
8597,8597,0671705601,exil star trek next gener fourteen,h weinstein,1990,star
8598,8598,0671746472,strike zone star trek next gener five,peter,1991,star
8599,8599,0449005127,eye,g joseph,1999,fawcett
8600,8600,0671741438,gulliv fugit star trek next gener eleven,k sharee,1991,star
8601,8601,0671465430,trellisan confront star trek fourteen,dvorkin,1984,star
8602,8602,034536998X,player come kate fansler novel paperback,cross,1991,fawcett
8603,8603,0802131379,last exit brooklyn,h selby,1988,grove
8604,8604,0380788756,baltimor blue te monaghan mysteri paperback,l lippman,1997,avon
8605,8605,0553560727,brilliant mad live manic depress ill,patty,1993,bantam
8606,8606,0062548662,medit woman much ten anniversari,wilson,1990,harpersanfrancisco
8607,8607,0140046941,black odyssey case slave ship amistad,c mary,1998,penguin
8608,8608,055321392X,human bondag bantam classic,w,1991,bantam
8609,8609,2710300257,antigon french languag edit,jean,1946,distribook
8610,8610,0394565614,caribbean,j michener,1989,random
8611,8611,0440123925,exit eden,rampling,1986,dell
8612,8612,006109921X,island novel,siddons,1998,harpertorch
8613,8613,067087485X,canaan mitford year,j karon,1997,viking
8614,8614,0553560204,lesson death,wilds,1994,crimeline
8615,8615,0060952423,mother daughter book club ten busi mother daughter came togeth talk laugh learn love read,shireen,1997,perennial
8616,8616,0743452631,strength stone,b greg,2002,unkno
8617,8617,0553293877,ghost grand bank,clarke,1992,spectra
8618,8618,0670030031,lake wobegon summer one thousand nine hundr fifti six,g keillor,2001,viking
8619,8619,0316693715,jack jill novel,j patterson,1996,little
8620,8620,0374184232,law father,turow,1996,farrar
8621,8621,0060192240,collect short stori,jeffrey,1998,harpercollin
8622,8622,0312146310,jame herriot favorit dog stori,h james,1996,martin
8623,8623,055308576X,die chocol culinari mysteri hardcov,mott,1992,bantam
8624,8624,0679738142,provid vintag contemporari,brookner,1994,vintage
8625,8625,0553581929,special circumst,siegel,2001,bantam
8626,8626,0451200284,scaveng,tom,2000,signet
8627,8627,0449149900,mr x,p straub,2000,ballantine
8628,8628,0316812404,revolut within book self esteem,g steinem,1992,little
8629,8629,0684834723,letter,e richard,1997,simon
8630,8630,0553581937,incrimin evid,siegel,2002,bantam
8631,8631,0451202317,beyond eden,c coulter,2000,signet
8632,8632,1551669153,split second maggi odel novel paperback,kava,2001,mira
8633,8633,0140250948,lake wood,tim,1995,penguin
8634,8634,0821766570,guest list,f michaels,2000,zebra
8635,8635,0451180755,burglar like quot kipl berni rhodenbarr mysteri paperback,b lawrence,1997,signet
8636,8636,0312979398,eye tiger,wilbur,2001,martin
8637,8637,0786889608,middl nowher,p ridley,2001,hyperion
8638,8638,0671553038,life support,g tess,1997,atria
8639,8639,0060175184,fourth estat,jeffrey,1996,harpercollin
8640,8640,0786889756,red light,j parker,2001,hyperion
8641,8641,0446605050,intrud,b peter,1997,warner
8642,8642,0345428285,insid,f stephen,2000,ballantine
8643,8643,0553571834,haunt rachel,h kay,1999,bantam
8644,8644,042517140X,loyalti death,j robb,2004,berkley
